pelvis_qw,pelvis_qx,pelvis_qy,pelvis_qz,left_hip_roll_link_qw,left_hip_roll_link_qx,left_hip_roll_link_qy,left_hip_roll_link_qz,left_knee_link_qw,left_knee_link_qx,left_knee_link_qy,left_knee_link_qz,left_ankle_roll_link_qw,left_ankle_roll_link_qx,left_ankle_roll_link_qy,left_ankle_roll_link_qz,right_hip_roll_link_qw,right_hip_roll_link_qx,right_hip_roll_link_qy,right_hip_roll_link_qz,right_knee_link_qw,right_knee_link_qx,right_knee_link_qy,right_knee_link_qz,right_ankle_roll_link_qw,right_ankle_roll_link_qx,right_ankle_roll_link_qy,right_ankle_roll_link_qz,torso_link_qw,torso_link_qx,torso_link_qy,torso_link_qz,left_shoulder_roll_link_qw,left_shoulder_roll_link_qx,left_shoulder_roll_link_qy,left_shoulder_roll_link_qz,left_elbow_link_qw,left_elbow_link_qx,left_elbow_link_qy,left_elbow_link_qz,left_wrist_yaw_link_qw,left_wrist_yaw_link_qx,left_wrist_yaw_link_qy,left_wrist_yaw_link_qz,right_shoulder_roll_link_qw,right_shoulder_roll_link_qx,right_shoulder_roll_link_qy,right_shoulder_roll_link_qz,right_elbow_link_qw,right_elbow_link_qx,right_elbow_link_qy,right_elbow_link_qz,right_wrist_yaw_link_qw,right_wrist_yaw_link_qx,right_wrist_yaw_link_qy,right_wrist_yaw_link_qz
0.667638,0.115000,0.099209,-0.728829,0.627376,-0.277709,-0.374749,-0.623570,0.709645,0.217027,0.098604,-0.663009,0.715663,-0.020985,0.013337,-0.698003,0.569873,-0.383798,-0.285644,-0.668095,0.625724,0.129344,0.186811,-0.746218,0.651662,0.017306,-0.007377,-0.758276,0.605278,0.279713,0.288482,-0.687151,0.593899,0.083718,0.010570,-0.800102,0.489358,0.174694,0.073669,-0.851225,0.568161,0.216881,0.042049,-0.792709,0.737311,0.015759,0.042845,-0.674009,0.831195,0.065237,0.105274,-0.542011,0.731597,-0.028402,0.193024,-0.653224
0.667668,0.115408,0.099533,-0.728693,0.627572,-0.277210,-0.374344,-0.623838,0.709701,0.216661,0.098394,-0.663099,0.715699,-0.020913,0.013333,-0.697968,0.570114,-0.383392,-0.285132,-0.668342,0.625764,0.129083,0.186636,-0.746274,0.651646,0.017325,-0.007357,-0.758290,0.604782,0.279869,0.289043,-0.687288,0.593529,0.084064,0.010560,-0.800341,0.489072,0.174504,0.073342,-0.851457,0.563717,0.216781,0.040632,-0.795976,0.737167,0.015541,0.043220,-0.674148,0.831366,0.064990,0.105540,-0.541727,0.731951,-0.028837,0.194188,-0.652463
0.667641,0.115719,0.099861,-0.728624,0.627771,-0.276748,-0.373955,-0.624077,0.709742,0.216364,0.098215,-0.663179,0.715722,-0.020930,0.013434,-0.697942,0.570372,-0.382992,-0.284641,-0.668560,0.625817,0.128834,0.186438,-0.746322,0.651636,0.017354,-0.007334,-0.758298,0.604338,0.279993,0.289542,-0.687419,0.593198,0.084207,0.010511,-0.800572,0.488766,0.174229,0.073018,-0.851716,0.559234,0.217192,0.038596,-0.799122,0.737046,0.015274,0.043539,-0.674265,0.831516,0.064763,0.105878,-0.541458,0.732345,-0.029159,0.194983,-0.651768
0.667497,0.115840,0.100195,-0.728690,0.627974,-0.276358,-0.373599,-0.624259,0.709750,0.216207,0.098096,-0.663240,0.715719,-0.021122,0.013743,-0.697933,0.570666,-0.382606,-0.284189,-0.668722,0.625896,0.128608,0.186194,-0.746355,0.651638,0.017401,-0.007306,-0.758296,0.603996,0.280053,0.289914,-0.687538,0.592946,0.083948,0.010384,-0.800787,0.488420,0.173787,0.072703,-0.852032,0.554695,0.218619,0.035329,-0.802042,0.736971,0.014911,0.043746,-0.674343,0.831624,0.064577,0.106360,-0.541219,0.732826,-0.029254,0.195042,-0.651206
0.667411,0.116024,0.100550,-0.728691,0.628184,-0.275986,-0.373322,-0.624377,0.709812,0.216060,0.098013,-0.663233,0.715751,-0.021438,0.013936,-0.697887,0.570929,-0.382287,-0.283791,-0.668849,0.625960,0.128419,0.186025,-0.746376,0.651653,0.017376,-0.007303,-0.758283,0.603701,0.280189,0.290285,-0.687586,0.592719,0.083835,0.010087,-0.800971,0.487882,0.173417,0.072180,-0.852460,0.550961,0.218642,0.033365,-0.804689,0.736934,0.014466,0.044108,-0.674369,0.831635,0.064268,0.106898,-0.541133,0.733412,-0.028718,0.194147,-0.650837
0.667354,0.116241,0.100915,-0.728659,0.628397,-0.275623,-0.373086,-0.624465,0.709902,0.215916,0.097947,-0.663193,0.715801,-0.021814,0.014070,-0.697822,0.571177,-0.382001,-0.283420,-0.668958,0.626016,0.128249,0.185892,-0.746391,0.651676,0.017315,-0.007312,-0.758265,0.603429,0.280363,0.290654,-0.687598,0.592504,0.083795,0.009705,-0.801139,0.487248,0.173083,0.071555,-0.852943,0.547626,0.217963,0.032046,-0.807200,0.736917,0.013981,0.044546,-0.674369,0.831597,0.063898,0.107464,-0.541123,0.734047,-0.027869,0.192774,-0.650566
0.667450,0.116587,0.101179,-0.728479,0.628501,-0.275438,-0.372852,-0.624581,0.709904,0.215714,0.097868,-0.663269,0.715818,-0.021466,0.013901,-0.697818,0.571312,-0.381823,-0.283124,-0.669070,0.625988,0.128206,0.185881,-0.746425,0.651629,0.017422,-0.007221,-0.758303,0.603001,0.280487,0.291131,-0.687720,0.592176,0.083676,0.009440,-0.801397,0.486508,0.172697,0.071043,-0.853486,0.545527,0.217973,0.030546,-0.808675,0.736803,0.013474,0.045104,-0.674466,0.831451,0.063488,0.108070,-0.541276,0.734554,-0.028534,0.192427,-0.650067
0.667568,0.116944,0.101415,-0.728281,0.628593,-0.275260,-0.372635,-0.624697,0.709908,0.215527,0.097803,-0.663335,0.715832,-0.021197,0.013764,-0.697815,0.571427,-0.381659,-0.282855,-0.669179,0.625961,0.128169,0.185909,-0.746447,0.651600,0.017468,-0.007135,-0.758328,0.602605,0.280599,0.291605,-0.687821,0.591883,0.083552,0.009197,-0.801629,0.485846,0.172356,0.070590,-0.853970,0.543397,0.217916,0.029186,-0.810174,0.736710,0.013003,0.045644,-0.674541,0.831332,0.063090,0.108626,-0.541394,0.734738,-0.029215,0.191882,-0.649991
0.667729,0.117323,0.101591,-0.728047,0.628659,-0.275096,-0.372455,-0.624810,0.709914,0.215370,0.097769,-0.663384,0.715841,-0.021084,0.013688,-0.697811,0.571500,-0.381524,-0.282642,-0.669284,0.625937,0.128143,0.186015,-0.746445,0.651608,0.017391,-0.007058,-0.758324,0.602271,0.280687,0.292073,-0.687879,0.591659,0.083419,0.008998,-0.801811,0.485341,0.172105,0.070251,-0.854335,0.541207,0.217726,0.028108,-0.811727,0.736658,0.012604,0.046148,-0.674572,0.831270,0.062716,0.109081,-0.541441,0.734273,-0.029924,0.190939,-0.650761
0.667694,0.117662,0.101872,-0.727985,0.628688,-0.274981,-0.372329,-0.624906,0.709892,0.215319,0.097748,-0.663428,0.715826,-0.020983,0.013675,-0.697830,0.571550,-0.381415,-0.282533,-0.669349,0.625955,0.128091,0.185995,-0.746445,0.651621,0.017328,-0.007002,-0.758314,0.601910,0.280761,0.292611,-0.687936,0.591439,0.083191,0.008909,-0.801997,0.484986,0.171877,0.070089,-0.854596,0.539968,0.216769,0.026838,-0.812850,0.736617,0.012136,0.046709,-0.674586,0.831116,0.062193,0.109456,-0.541662,0.734556,-0.031403,0.191925,-0.650082
