joint_0,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7,joint_8,joint_9,joint_10,joint_11,joint_12,joint_13,joint_14,joint_15,joint_16,joint_17,joint_18,joint_19,joint_20,joint_21,joint_22,joint_23,joint_24,joint_25,joint_26,joint_27,joint_28
-1.086149,-1.125073,-0.031528,0.191674,-0.119098,-0.059886,-0.072588,0.073243,0.520000,1.236486,1.265408,-0.684378,-0.769552,-0.460838,-0.428308,0.229400,-0.068416,-0.227574,0.150364,-0.238923,0.325171,0.216710,0.157351,0.050198,-0.204399,0.059102,0.084674,0.216716,-0.318467
-1.085395,-1.124296,-0.031740,0.191978,-0.118883,-0.060076,-0.071913,0.073215,0.520000,1.234156,1.262602,-0.684777,-0.770337,-0.459979,-0.427491,0.230049,-0.068446,-0.226901,0.150974,-0.238607,0.325918,0.216134,0.157113,0.053521,-0.204129,0.055581,0.084674,0.207740,-0.318777
-1.085002,-1.123881,-0.032856,0.191773,-0.119294,-0.060807,-0.071434,0.073059,0.520000,1.231898,1.260502,-0.685076,-0.771344,-0.459032,-0.426793,0.231562,-0.068588,-0.226555,0.151044,-0.238460,0.327032,0.214838,0.156775,0.057804,-0.205315,0.054416,0.086286,0.197913,-0.317728
-1.084559,-1.123365,-0.033694,0.191784,-0.119440,-0.061377,-0.071076,0.072822,0.520000,1.229863,1.258435,-0.685625,-0.772341,-0.458209,-0.426065,0.232796,-0.068775,-0.226535,0.151068,-0.238446,0.328042,0.213799,0.156723,0.063652,-0.205948,0.053831,0.087150,0.188456,-0.316720
-1.084016,-1.122647,-0.033977,0.192225,-0.119058,-0.061621,-0.070960,0.072423,0.520000,1.228275,1.256434,-0.686670,-0.773319,-0.457632,-0.425280,0.233473,-0.069054,-0.227168,0.150998,-0.238694,0.328843,0.213272,0.157241,0.072633,-0.205474,0.054402,0.086520,0.179737,-0.315793
-1.083758,-1.122248,-0.034291,0.192615,-0.118863,-0.061772,-0.070805,0.072090,0.520000,1.226909,1.254783,-0.687839,-0.774266,-0.457446,-0.424795,0.234472,-0.069836,-0.227817,0.150935,-0.239503,0.329175,0.212514,0.157504,0.077254,-0.202859,0.053589,0.084575,0.172492,-0.314595
-1.083643,-1.122008,-0.034620,0.192980,-0.118763,-0.061876,-0.070630,0.071790,0.520000,1.225654,1.253307,-0.689069,-0.775196,-0.457455,-0.424460,0.235632,-0.070870,-0.228474,0.150876,-0.240591,0.329271,0.211641,0.157638,0.079696,-0.199173,0.052082,0.081971,0.165984,-0.313262
-1.083862,-1.122133,-0.035777,0.192515,-0.119295,-0.062493,-0.070459,0.071615,0.520000,1.224579,1.252483,-0.690277,-0.776128,-0.456796,-0.424089,0.236858,-0.071771,-0.227542,0.150936,-0.241612,0.329260,0.210845,0.157597,0.082533,-0.199074,0.051908,0.079983,0.163006,-0.311597
-1.084095,-1.122302,-0.036921,0.191980,-0.119897,-0.063164,-0.070265,0.071536,0.520000,1.223591,1.251784,-0.691450,-0.777008,-0.456247,-0.423883,0.238025,-0.072606,-0.226768,0.150969,-0.242520,0.329270,0.210181,0.157486,0.085178,-0.198718,0.051561,0.077814,0.159734,-0.311100
-1.084355,-1.122562,-0.038042,0.191308,-0.120637,-0.063941,-0.070026,0.071644,0.520000,1.222776,1.251333,-0.692557,-0.777788,-0.455917,-0.424006,0.239074,-0.073309,-0.226313,0.150950,-0.243202,0.329325,0.209781,0.157238,0.087441,-0.197846,0.050872,0.075282,0.155871,-0.312938
-1.084859,-1.123107,-0.038644,0.191193,-0.120699,-0.064715,-0.069919,0.071671,0.520000,1.222293,1.250876,-0.693742,-0.778685,-0.455695,-0.423922,0.239977,-0.074080,-0.226088,0.150813,-0.243503,0.328961,0.209698,0.156647,0.089316,-0.200411,0.048475,0.075622,0.153820,-0.311128
-1.085484,-1.123795,-0.038988,0.191357,-0.120422,-0.065488,-0.069877,0.071656,0.520000,1.221977,1.250415,-0.694966,-0.779642,-0.455528,-0.423735,0.240805,-0.074886,-0.225978,0.150618,-0.243615,0.328388,0.209773,0.155883,0.090996,-0.204695,0.045223,0.077398,0.152676,-0.307494
-1.085839,-1.124162,-0.039067,0.191873,-0.120030,-0.065863,-0.069657,0.071822,0.520000,1.222144,1.250149,-0.695668,-0.780678,-0.455868,-0.423623,0.241282,-0.075416,-0.225743,0.150463,-0.243445,0.328654,0.209469,0.157177,0.092054,-0.207668,0.043811,0.074218,0.154025,-0.307547
-1.086360,-1.124681,-0.039211,0.192268,-0.119678,-0.066267,-0.069550,0.071929,0.520000,1.222404,1.250064,-0.696259,-0.781625,-0.456192,-0.423620,0.241810,-0.075978,-0.225814,0.150570,-0.243012,0.328969,0.209013,0.157969,0.093006,-0.212393,0.042878,0.072223,0.154609,-0.306297
-1.087217,-1.125506,-0.039484,0.192419,-0.119406,-0.066726,-0.069670,0.071919,0.520000,1.222849,1.250339,-0.696630,-0.782393,-0.456483,-0.423836,0.242439,-0.076600,-0.226494,0.151204,-0.242054,0.329381,0.208253,0.157753,0.093748,-0.220619,0.042901,0.072600,0.153663,-0.302444
-1.088050,-1.126185,-0.040165,0.192167,-0.119652,-0.067217,-0.069743,0.071977,0.520000,1.223686,1.251013,-0.696670,-0.783062,-0.456959,-0.424332,0.242969,-0.077117,-0.226139,0.151439,-0.241688,0.330177,0.207835,0.157781,0.095102,-0.225565,0.041976,0.071284,0.155078,-0.300113
-1.088870,-1.126792,-0.041051,0.191713,-0.120157,-0.067725,-0.069793,0.072069,0.520000,1.224719,1.251885,-0.696544,-0.783681,-0.457527,-0.424968,0.243449,-0.077579,-0.225267,0.151476,-0.241618,0.331165,0.207588,0.157931,0.096763,-0.228872,0.040576,0.069122,0.157673,-0.298543
-1.089999,-1.127647,-0.041212,0.191884,-0.120049,-0.067712,-0.070245,0.071870,0.520000,1.226140,1.253211,-0.696289,-0.784214,-0.457936,-0.425657,0.243614,-0.077870,-0.225667,0.151401,-0.241440,0.331990,0.207093,0.158297,0.097643,-0.229452,0.040019,0.066466,0.158598,-0.297765
-1.091053,-1.128461,-0.041300,0.192008,-0.119926,-0.067736,-0.070655,0.071760,0.520000,1.227726,1.254592,-0.695993,-0.784681,-0.458611,-0.426368,0.243783,-0.078184,-0.225773,0.151438,-0.241349,0.332881,0.206645,0.158511,0.098262,-0.231159,0.039654,0.064277,0.159216,-0.297282
-1.091959,-1.129192,-0.041241,0.192035,-0.119773,-0.067833,-0.070984,0.071830,0.520000,1.229646,1.256081,-0.695616,-0.785013,-0.459816,-0.427126,0.243959,-0.078541,-0.225291,0.151697,-0.241430,0.333905,0.206289,0.158418,0.098357,-0.235119,0.039675,0.063022,0.159222,-0.297390
-1.092970,-1.130100,-0.041073,0.192213,-0.119570,-0.067994,-0.071309,0.071848,0.520000,1.231560,1.257692,-0.695343,-0.785299,-0.460724,-0.427816,0.244138,-0.078855,-0.225245,0.151743,-0.241613,0.334550,0.206572,0.158181,0.098524,-0.239792,0.039610,0.062458,0.159422,-0.297091
-1.094035,-1.131098,-0.040852,0.192466,-0.119341,-0.068187,-0.071631,0.071839,0.520000,1.233470,1.259364,-0.695122,-0.785561,-0.461482,-0.428471,0.244318,-0.079147,-0.225418,0.151680,-0.241846,0.335005,0.207174,0.157871,0.098727,-0.244822,0.039502,0.062238,0.159718,-0.296588
-1.095086,-1.131861,-0.040554,0.192418,-0.119547,-0.067745,-0.072164,0.071725,0.520000,1.235430,1.261230,-0.694805,-0.785639,-0.462336,-0.429551,0.244688,-0.079839,-0.225145,0.151110,-0.242512,0.335204,0.206935,0.158095,0.097044,-0.248563,0.040706,0.063496,0.159343,-0.297395
-1.095927,-1.132474,-0.040351,0.192242,-0.119733,-0.067331,-0.072654,0.071710,0.520000,1.237285,1.263020,-0.694496,-0.785688,-0.463160,-0.430601,0.244973,-0.080407,-0.224968,0.150982,-0.243018,0.335265,0.206944,0.158321,0.096183,-0.251750,0.042555,0.065046,0.159291,-0.297785
-1.096348,-1.132787,-0.040337,0.191812,-0.119881,-0.066975,-0.073056,0.071894,0.520000,1.238931,1.264656,-0.694205,-0.785679,-0.463927,-0.431592,0.245089,-0.080726,-0.224982,0.151738,-0.243209,0.335049,0.207445,0.158550,0.096967,-0.253827,0.045694,0.067182,0.159885,-0.297344
-1.096595,-1.133006,-0.039844,0.191745,-0.120028,-0.066487,-0.073200,0.071981,0.520000,1.240227,1.266050,-0.694052,-0.785512,-0.464692,-0.432471,0.245017,-0.081109,-0.225193,0.151778,-0.244293,0.334448,0.207474,0.158726,0.095655,-0.255282,0.051171,0.069646,0.165362,-0.297335
-1.096753,-1.133178,-0.039110,0.191860,-0.120175,-0.065935,-0.073215,0.072021,0.520000,1.241347,1.267322,-0.693970,-0.785267,-0.465456,-0.433293,0.244850,-0.081523,-0.225501,0.151461,-0.245825,0.333654,0.207265,0.158874,0.093295,-0.256427,0.057818,0.072275,0.173281,-0.297540
-1.097139,-1.133420,-0.038390,0.192048,-0.119942,-0.065139,-0.073484,0.071859,0.520000,1.242194,1.267926,-0.694534,-0.784944,-0.465916,-0.433424,0.244568,-0.081678,-0.225794,0.151793,-0.247100,0.333440,0.206731,0.158478,0.081798,-0.256154,0.064869,0.073560,0.187759,-0.299399
-1.097553,-1.133719,-0.037687,0.192185,-0.119867,-0.064465,-0.073696,0.071750,0.520000,1.243054,1.268641,-0.695088,-0.784699,-0.466399,-0.433716,0.244341,-0.081802,-0.225832,0.151832,-0.248084,0.333192,0.206231,0.157983,0.070515,-0.255354,0.071563,0.074469,0.200921,-0.301255
-1.098023,-1.134131,-0.037022,0.192217,-0.120106,-0.064031,-0.073798,0.071749,0.520000,1.243939,1.269578,-0.695620,-0.784609,-0.466928,-0.434329,0.244226,-0.081863,-0.225361,0.151283,-0.248483,0.332878,0.205798,0.157287,0.059659,-0.253500,0.077544,0.074628,0.211451,-0.303109
-1.098335,-1.134329,-0.036810,0.191630,-0.120516,-0.063425,-0.074235,0.071719,0.520000,1.244933,1.270785,-0.696364,-0.784273,-0.467397,-0.434914,0.244263,-0.081961,-0.225307,0.151421,-0.248273,0.332516,0.205930,0.156323,0.050873,-0.252143,0.083450,0.074955,0.220026,-0.303767
-1.098568,-1.134419,-0.036826,0.190732,-0.121014,-0.062732,-0.074841,0.071674,0.520000,1.245981,1.272126,-0.697214,-0.783814,-0.467835,-0.435484,0.244376,-0.082076,-0.225462,0.151901,-0.247757,0.332129,0.206344,0.155226,0.043121,-0.251034,0.089319,0.075367,0.227625,-0.303826
-1.098498,-1.134227,-0.036313,0.190659,-0.121429,-0.062338,-0.075154,0.071469,0.520000,1.247156,1.273604,-0.698012,-0.783893,-0.468548,-0.436472,0.244788,-0.082404,-0.225729,0.151551,-0.246530,0.332159,0.207528,0.154849,0.037370,-0.250123,0.092186,0.076045,0.230169,-0.303609
-1.098476,-1.134069,-0.036027,0.190505,-0.121717,-0.062066,-0.075502,0.071356,0.520000,1.248382,1.274990,-0.698648,-0.783910,-0.469186,-0.437340,0.245451,-0.082806,-0.225886,0.151470,-0.245208,0.332260,0.208609,0.154341,0.029378,-0.248420,0.093335,0.077197,0.232297,-0.303238
-1.098548,-1.133977,-0.036193,0.190191,-0.121753,-0.062041,-0.075918,0.071424,0.520000,1.249710,1.276191,-0.698957,-0.783807,-0.469675,-0.437971,0.246617,-0.083358,-0.225826,0.151926,-0.243698,0.332502,0.209482,0.153570,0.016905,-0.245137,0.091045,0.079296,0.233594,-0.302559
-1.098748,-1.134182,-0.035976,0.190029,-0.121985,-0.062059,-0.076187,0.071373,0.520000,1.250518,1.277165,-0.699408,-0.784149,-0.470018,-0.438355,0.247560,-0.083812,-0.226098,0.151721,-0.242292,0.332420,0.209541,0.153545,0.011443,-0.241719,0.091048,0.080533,0.233805,-0.303871
-1.099012,-1.134535,-0.035568,0.189944,-0.122314,-0.062098,-0.076383,0.071263,0.520000,1.251067,1.278026,-0.699928,-0.784715,-0.470290,-0.438615,0.248391,-0.084217,-0.226537,0.151186,-0.240937,0.332176,0.209193,0.153893,0.009488,-0.238235,0.092198,0.081337,0.233474,-0.306178
-1.099570,-1.134735,-0.035534,0.189876,-0.122040,-0.061772,-0.077039,0.070902,0.520000,1.251303,1.278031,-0.700335,-0.785061,-0.470273,-0.438534,0.249569,-0.084803,-0.227017,0.151642,-0.240936,0.331985,0.207967,0.153446,0.010367,-0.236574,0.092512,0.081693,0.234333,-0.306693
-1.100127,-1.134966,-0.035602,0.189707,-0.122046,-0.061698,-0.077519,0.070595,0.520000,1.251380,1.277986,-0.700644,-0.785528,-0.470139,-0.438354,0.250854,-0.085431,-0.227025,0.151859,-0.241115,0.331815,0.206964,0.152898,0.012393,-0.235629,0.090834,0.082571,0.234865,-0.306836
-1.100684,-1.135259,-0.035871,0.189333,-0.122609,-0.062126,-0.077650,0.070395,0.520000,1.251138,1.277843,-0.700758,-0.786236,-0.469772,-0.437974,0.252350,-0.086146,-0.226084,0.151595,-0.241655,0.331687,0.206407,0.152147,0.016712,-0.236118,0.085174,0.084490,0.234743,-0.306235
-1.100781,-1.135538,-0.036144,0.188985,-0.122737,-0.062791,-0.077645,0.070550,0.520000,1.250663,1.277767,-0.700861,-0.786954,-0.469329,-0.437759,0.253731,-0.086829,-0.226422,0.151425,-0.242053,0.331834,0.205858,0.151809,0.023795,-0.233989,0.081307,0.084015,0.234336,-0.305436
-1.100649,-1.135810,-0.036419,0.188651,-0.122648,-0.063575,-0.077573,0.070882,0.520000,1.250070,1.277725,-0.700958,-0.787677,-0.468847,-0.437626,0.255053,-0.087496,-0.227398,0.151302,-0.242380,0.332118,0.205313,0.151678,0.032260,-0.230551,0.078337,0.082343,0.233787,-0.304537
-1.100035,-1.135238,-0.035842,0.189504,-0.121874,-0.064419,-0.077312,0.071106,0.520000,1.250558,1.277786,-0.700721,-0.788081,-0.469110,-0.437479,0.256157,-0.087937,-0.227149,0.151486,-0.243023,0.332816,0.205558,0.151910,0.031023,-0.227052,0.073154,0.082358,0.231515,-0.305665
