pelvis_qw,pelvis_qx,pelvis_qy,pelvis_qz,left_hip_roll_link_qw,left_hip_roll_link_qx,left_hip_roll_link_qy,left_hip_roll_link_qz,left_knee_link_qw,left_knee_link_qx,left_knee_link_qy,left_knee_link_qz,left_ankle_roll_link_qw,left_ankle_roll_link_qx,left_ankle_roll_link_qy,left_ankle_roll_link_qz,right_hip_roll_link_qw,right_hip_roll_link_qx,right_hip_roll_link_qy,right_hip_roll_link_qz,right_knee_link_qw,right_knee_link_qx,right_knee_link_qy,right_knee_link_qz,right_ankle_roll_link_qw,right_ankle_roll_link_qx,right_ankle_roll_link_qy,right_ankle_roll_link_qz,torso_link_qw,torso_link_qx,torso_link_qy,torso_link_qz,left_shoulder_roll_link_qw,left_shoulder_roll_link_qx,left_shoulder_roll_link_qy,left_shoulder_roll_link_qz,left_elbow_link_qw,left_elbow_link_qx,left_elbow_link_qy,left_elbow_link_qz,left_wrist_yaw_link_qw,left_wrist_yaw_link_qx,left_wrist_yaw_link_qy,left_wrist_yaw_link_qz,right_shoulder_roll_link_qw,right_shoulder_roll_link_qx,right_shoulder_roll_link_qy,right_shoulder_roll_link_qz,right_elbow_link_qw,right_elbow_link_qx,right_elbow_link_qy,right_elbow_link_qz,right_wrist_yaw_link_qw,right_wrist_yaw_link_qx,right_wrist_yaw_link_qy,right_wrist_yaw_link_qz
0.993402,-0.008626,-0.013537,0.113553,0.983813,0.136118,-0.009164,0.116188,0.916143,0.062133,0.126434,0.375282,0.928760,0.019694,0.010195,0.370018,0.982888,-0.105452,-0.110918,0.102506,0.991695,-0.065079,0.037136,-0.104530,0.994575,0.014491,0.000256,-0.103004,0.993722,-0.028555,0.092271,0.056454,0.994052,0.097432,0.032699,0.036046,0.762456,0.216149,0.584899,-0.172722,0.774331,0.229795,0.582799,-0.089169,0.979869,-0.172684,0.070139,0.071532,0.726080,-0.312911,0.549052,0.270992,0.802092,-0.237295,0.535910,0.114631
0.993614,-0.014804,-0.013892,0.110987,0.982326,0.147469,-0.011967,0.114650,0.914419,0.067536,0.133152,0.376227,0.928485,0.020892,0.012185,0.370582,0.984313,-0.097048,-0.105869,0.102477,0.992161,-0.058302,0.036491,-0.104335,0.994591,0.014598,-0.000543,-0.102834,0.993923,-0.029204,0.092003,0.052912,0.994495,0.094628,0.031055,0.032565,0.766008,0.214495,0.579974,-0.175650,0.777665,0.231019,0.577206,-0.093272,0.980040,-0.173847,0.067935,0.068431,0.727102,-0.313705,0.548375,0.268694,0.803354,-0.237363,0.534750,0.111010
0.993776,-0.021282,-0.014701,0.108349,0.980547,0.159419,-0.015706,0.113431,0.912519,0.072607,0.140932,0.377061,0.928236,0.022242,0.014735,0.371035,0.985683,-0.088593,-0.100611,0.102268,0.992561,-0.051556,0.035501,-0.104420,0.994570,0.014838,-0.001300,-0.102997,0.994113,-0.029661,0.091689,0.049520,0.994937,0.091670,0.029081,0.029191,0.769637,0.212812,0.574864,-0.178607,0.781775,0.232213,0.570383,-0.097818,0.980174,-0.175010,0.065946,0.065433,0.728449,-0.314117,0.547775,0.265774,0.804879,-0.236660,0.533662,0.106616
0.993905,-0.027021,-0.015534,0.105745,0.978594,0.171181,-0.019859,0.112503,0.910381,0.077193,0.148689,0.378336,0.927741,0.024807,0.018012,0.371964,0.986790,-0.080755,-0.096939,0.101625,0.992854,-0.044899,0.036061,-0.104522,0.994553,0.015084,-0.002084,-0.103118,0.994285,-0.030333,0.091246,0.046383,0.995358,0.088647,0.026926,0.026074,0.773456,0.211125,0.569329,-0.181815,0.785687,0.233605,0.563629,-0.102207,0.980266,-0.176220,0.064065,0.062618,0.730002,-0.314375,0.547060,0.262660,0.806342,-0.236229,0.532482,0.102331
0.994003,-0.032390,-0.016380,0.103156,0.976465,0.182817,-0.024224,0.111834,0.908008,0.081472,0.156400,0.380030,0.927027,0.027953,0.021612,0.373325,0.987742,-0.073221,-0.094083,0.100761,0.993072,-0.038272,0.037370,-0.104627,0.994533,0.015345,-0.002909,-0.103246,0.994444,-0.031111,0.090729,0.043377,0.995757,0.085589,0.024677,0.023087,0.777345,0.209414,0.563563,-0.185143,0.789487,0.235080,0.556874,-0.106482,0.980331,-0.177457,0.062230,0.059897,0.731656,-0.314562,0.546276,0.259448,0.807768,-0.235935,0.531245,0.098101
0.994027,-0.036182,-0.018030,0.101375,0.973886,0.194721,-0.030720,0.112633,0.905228,0.084170,0.165678,0.382138,0.925924,0.035471,0.027889,0.375005,0.988422,-0.066594,-0.092404,0.100240,0.993187,-0.032048,0.040139,-0.104605,0.994522,0.015935,-0.003703,-0.103235,0.994570,-0.032067,0.090080,0.041090,0.996124,0.082642,0.021845,0.020755,0.781444,0.207826,0.557434,-0.188205,0.793745,0.235023,0.549905,-0.111077,0.980366,-0.178499,0.060688,0.057767,0.733340,-0.314542,0.545417,0.256507,0.809073,-0.235819,0.529927,0.094698
0.994041,-0.039332,-0.020144,0.099648,0.971060,0.206581,-0.037636,0.113802,0.902015,0.086219,0.175311,0.384969,0.924280,0.042370,0.035653,0.377678,0.989053,-0.060199,-0.090722,0.099594,0.993240,-0.026045,0.042891,-0.104673,0.994495,0.016556,-0.004314,-0.103381,0.994668,-0.032988,0.089557,0.039067,0.996464,0.079657,0.019146,0.018657,0.785654,0.205739,0.551432,-0.190636,0.797821,0.235369,0.542974,-0.115160,0.980388,-0.179430,0.059328,0.055897,0.734983,-0.314426,0.544540,0.253797,0.810308,-0.235976,0.528517,0.091576
0.994060,-0.041197,-0.023188,0.098033,0.967939,0.218420,-0.045422,0.115431,0.898235,0.087052,0.185651,0.388753,0.921794,0.048021,0.046389,0.381887,0.989636,-0.054276,-0.089012,0.098748,0.993226,-0.020502,0.045632,-0.104883,0.994446,0.017228,-0.004529,-0.103731,0.994720,-0.033845,0.089309,0.037560,0.996776,0.076599,0.016725,0.017025,0.790131,0.202694,0.545725,-0.191816,0.801602,0.236558,0.536185,-0.118237,0.980393,-0.180137,0.058357,0.054540,0.736546,-0.314106,0.543657,0.251545,0.811410,-0.236676,0.526951,0.089005
0.994132,-0.041971,-0.026762,0.096042,0.964396,0.230353,-0.055476,0.117477,0.894331,0.086369,0.197830,0.391887,0.918996,0.058291,0.060839,0.385159,0.990206,-0.048822,-0.087450,0.097270,0.993187,-0.015489,0.048202,-0.104961,0.994405,0.018050,-0.004576,-0.103977,0.994765,-0.034422,0.089126,0.036248,0.997076,0.073303,0.014875,0.015625,0.794822,0.198239,0.540701,-0.191319,0.805696,0.235828,0.530116,-0.119234,0.980415,-0.180729,0.057179,0.053429,0.737550,-0.314327,0.542716,0.250355,0.812490,-0.236095,0.525820,0.087365
0.994220,-0.042198,-0.030602,0.093861,0.960470,0.242248,-0.066634,0.119884,0.890126,0.084861,0.210928,0.394947,0.915711,0.070804,0.077222,0.387940,0.990754,-0.043587,-0.085975,0.095471,0.993126,-0.010718,0.050665,-0.104972,0.994367,0.018970,-0.004560,-0.104179,0.994807,-0.034860,0.088978,0.035028,0.997363,0.069886,0.013314,0.014333,0.799577,0.193073,0.536013,-0.189972,0.809918,0.234145,0.524413,-0.119165,0.980443,-0.181265,0.055902,0.052435,0.738274,-0.314818,0.541752,0.249690,0.813559,-0.234871,0.524908,0.086190
