joint_0,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7,joint_8,joint_9,joint_10,joint_11,joint_12,joint_13,joint_14,joint_15,joint_16,joint_17,joint_18,joint_19,joint_20,joint_21,joint_22,joint_23,joint_24,joint_25,joint_26,joint_27,joint_28
0.458646,-0.519125,0.125532,-0.267850,-0.672939,-0.486153,-0.504084,-0.339544,0.022671,-1.350617,1.075830,-0.079796,-0.058412,0.180838,-0.396085,0.054309,0.185490,1.071909,-0.381736,0.314979,0.328377,-0.396359,0.137976,0.076238,0.103909,-0.093878,-0.031752,0.165881,0.108918
0.364106,-0.499987,0.128243,-0.252517,-0.655765,-0.516002,-0.369009,-0.257871,-0.001452,-1.092878,1.062456,-0.005403,-0.072148,0.119155,-0.372092,0.034077,0.185994,0.911036,-0.363743,0.294656,0.307230,-0.369604,0.065368,0.137303,0.035532,-0.039010,-0.006570,0.139433,0.059979
0.316835,-0.490419,0.129598,-0.244851,-0.647178,-0.530927,-0.301471,-0.217034,-0.013514,-0.964009,1.055769,0.031794,-0.079017,0.088314,-0.360096,0.023961,0.186246,0.830599,-0.354746,0.284495,0.296656,-0.356226,0.029064,0.167835,0.001344,-0.011576,0.006020,0.126209,0.035510
0.249129,-0.368346,0.074606,-0.242660,-0.614061,-0.572681,-0.297910,-0.168875,0.032469,-0.649035,0.960529,0.120068,-0.054865,0.000943,-0.332803,-0.002784,0.182064,0.477856,-0.299513,0.199841,0.153877,-0.253994,-0.166165,0.058716,-0.217607,-0.052652,0.012535,0.137339,-0.045779
0.254618,-0.325963,0.075356,-0.261010,-0.611548,-0.591447,-0.258398,-0.127504,0.057435,-0.592332,0.915276,0.137393,-0.043069,0.019229,-0.313595,-0.019890,0.173851,0.443114,-0.254807,0.204135,0.110210,-0.200139,-0.220934,0.054660,-0.206614,-0.050027,0.015977,0.127467,-0.053014
0.265597,-0.241197,0.076857,-0.297711,-0.606521,-0.628978,-0.179374,-0.044762,0.107367,-0.478926,0.824771,0.172042,-0.019476,0.055801,-0.275181,-0.054102,0.157426,0.373631,-0.165394,0.212722,0.022877,-0.092429,-0.330471,0.046548,-0.184628,-0.044776,0.022860,0.107723,-0.067486
0.172719,-0.155176,0.144044,-0.314812,-0.464487,-0.586623,0.061837,0.066655,0.087701,-0.296830,0.512498,0.229889,-0.032519,0.063337,-0.066897,-0.089503,0.087440,0.592277,0.061620,0.139707,0.143424,0.019666,-0.296745,-0.037166,-0.228496,-0.048834,-0.060684,0.011350,-0.116460
0.126280,-0.112166,0.177637,-0.323362,-0.393470,-0.565446,0.182442,0.122364,0.077868,-0.205782,0.356362,0.258813,-0.039041,0.067105,0.037245,-0.107203,0.052447,0.701600,0.175126,0.103199,0.203698,0.075713,-0.279881,-0.079023,-0.250431,-0.050863,-0.102456,-0.036837,-0.140947
-0.017819,-0.177337,0.182405,-0.298089,-0.230424,-0.446628,0.454376,0.268418,0.035160,-0.114647,0.159922,0.261371,-0.158687,0.045117,0.310920,-0.137911,-0.034104,0.786315,0.484306,-0.222968,0.320415,0.292436,-0.197362,0.051051,-0.240299,0.038067,-0.008085,-0.227024,0.006975
0.025400,-0.151041,0.194818,-0.279161,-0.197757,-0.423907,0.472681,0.315979,0.082923,-0.140230,0.149272,0.219452,-0.172717,0.051465,0.326220,-0.149045,-0.064787,0.663251,0.584185,-0.348266,0.304021,0.370618,-0.191059,0.129635,-0.265136,0.064020,0.026067,-0.295690,0.016650
