pelvis_x,pelvis_y,pelvis_z,left_hip_roll_link_x,left_hip_roll_link_y,left_hip_roll_link_z,left_knee_link_x,left_knee_link_y,left_knee_link_z,left_ankle_roll_link_x,left_ankle_roll_link_y,left_ankle_roll_link_z,right_hip_roll_link_x,right_hip_roll_link_y,right_hip_roll_link_z,right_knee_link_x,right_knee_link_y,right_knee_link_z,right_ankle_roll_link_x,right_ankle_roll_link_y,right_ankle_roll_link_z,torso_link_x,torso_link_y,torso_link_z,left_shoulder_roll_link_x,left_shoulder_roll_link_y,left_shoulder_roll_link_z,left_elbow_link_x,left_elbow_link_y,left_elbow_link_z,left_wrist_yaw_link_x,left_wrist_yaw_link_y,left_wrist_yaw_link_z,right_shoulder_roll_link_x,right_shoulder_roll_link_y,right_shoulder_roll_link_z,right_elbow_link_x,right_elbow_link_y,right_elbow_link_z,right_wrist_yaw_link_x,right_wrist_yaw_link_y,right_wrist_yaw_link_z
0.170612,-0.176646,0.436613,-0.400144,-0.640408,0.410426,-0.371160,-0.692473,0.112552,-0.024631,-0.413278,0.108548,0.168476,0.078980,0.424255,-0.459215,0.437207,-0.560200,-0.312588,0.515458,-0.595464,-0.161136,-0.078046,0.108746,-0.114541,0.187008,0.042909,0.088618,0.437346,0.142607,0.120174,0.469136,0.213349,-0.140592,-0.425655,0.006248,-0.011274,-0.602930,-0.535219,-0.173711,-1.013068,-0.263288
0.273984,-0.201104,0.388926,-0.434392,-0.658246,0.337435,-0.403207,-0.736281,0.094699,-0.027925,-0.582880,0.108316,0.106914,-0.184067,0.494530,-0.481728,0.112484,-0.411581,-0.457804,-0.353636,-0.488769,-0.237620,-0.058907,0.128200,-0.115341,0.180401,0.083112,0.086464,0.475967,0.259435,0.125811,0.538893,0.378885,-0.174490,-0.392581,0.040528,-0.067218,-0.508263,-0.417395,-0.212781,-0.896371,-0.178443
0.367304,-0.192856,0.310652,-0.466486,-0.660231,0.233034,-0.427451,-0.815628,0.063874,-0.032549,-0.817652,0.100479,0.014465,-0.410740,0.544753,-0.446048,-0.169439,-0.170550,-0.642507,-1.202571,-0.259398,-0.310363,-0.031176,0.122917,-0.104893,0.158223,0.106754,0.073106,0.492300,0.384331,0.117682,0.592250,0.557457,-0.200196,-0.331647,0.057206,-0.121823,-0.405344,-0.280015,-0.237981,-0.757392,-0.084351
0.435622,-0.150951,0.208212,-0.497602,-0.616120,0.105503,-0.436472,-0.958364,0.026829,-0.042487,-1.123047,0.087638,-0.090804,-0.577083,0.555823,-0.387911,-0.393304,0.078205,-0.847810,-1.849735,0.013920,-0.371608,0.007479,0.087135,-0.082824,0.115014,0.109721,0.049096,0.482587,0.516403,0.089713,0.618390,0.732842,-0.217950,-0.237949,0.048858,-0.173945,-0.296036,-0.136818,-0.244478,-0.606539,0.036828
0.473126,-0.085730,0.083794,-0.529308,-0.490872,-0.041569,-0.423803,-1.191710,-0.006260,-0.064239,-1.501417,0.073694,-0.195122,-0.685531,0.515055,-0.346066,-0.555185,0.252638,-1.003800,-2.168569,0.231895,-0.415742,0.054857,0.018805,-0.051272,0.045869,0.090343,0.020321,0.448654,0.652262,0.043239,0.608098,0.887314,-0.229719,-0.113386,0.011040,-0.222470,-0.174516,-0.009023,-0.232078,-0.445871,0.187010
0.483600,-0.014872,-0.062416,-0.561592,-0.266720,-0.206174,-0.388874,-1.518708,-0.024994,-0.106027,-1.950537,0.063600,-0.294451,-0.749555,0.422346,-0.342772,-0.665173,0.319363,-1.023044,-2.149324,0.333574,-0.441348,0.105296,-0.077432,-0.013978,-0.046455,0.050793,-0.003525,0.398120,0.779119,-0.006882,0.557010,1.003906,-0.238254,0.030825,-0.054785,-0.265890,-0.030223,0.080265,-0.209545,-0.267076,0.339119
0.472727,0.044889,-0.223620,-0.591258,0.039932,-0.378282,-0.339301,-1.900699,-0.021104,-0.176641,-2.459337,0.062793,-0.391535,-0.780704,0.291632,-0.374778,-0.738180,0.304335,-0.862228,-1.892253,0.327291,-0.450914,0.153168,-0.189295,0.023388,-0.146888,-0.002945,-0.013266,0.342136,0.869806,-0.033645,0.469386,1.068774,-0.246187,0.176333,-0.140221,-0.302723,0.144720,0.114926,-0.195518,-0.055254,0.438537
0.441234,0.084868,-0.380933,-0.613277,0.387322,-0.535148,-0.287169,-2.269786,0.010576,-0.283917,-3.003527,0.073746,-0.486484,-0.786913,0.145791,-0.421615,-0.785823,0.259933,-0.559168,-1.540844,0.267059,-0.448685,0.195344,-0.299731,0.052513,-0.231515,-0.063189,-0.004315,0.291988,0.887306,-0.010133,0.358685,1.067372,-0.254974,0.304630,-0.231707,-0.331958,0.348548,0.093772,-0.213124,0.201045,0.424940
0.386736,0.106536,-0.507612,-0.624084,0.735711,-0.648032,-0.242015,-2.564530,0.070787,-0.430038,-3.541116,0.090743,-0.570241,-0.777644,0.008885,-0.462673,-0.815435,0.221234,-0.213717,-1.207511,0.202227,-0.438800,0.230490,-0.392289,0.063434,-0.277492,-0.123452,0.021948,0.256449,0.799279,0.073540,0.244493,0.978273,-0.263939,0.404223,-0.314083,-0.352910,0.568300,0.033058,-0.278932,0.498788,0.266917
0.311864,0.118757,-0.579925,-0.622233,1.064562,-0.694813,-0.206265,-2.755949,0.152362,-0.602976,-4.008155,0.097521,-0.628107,-0.765592,-0.098837,-0.487840,-0.832678,0.192329,0.070715,-0.940126,0.151077,-0.425025,0.256686,-0.455500,0.047949,-0.272422,-0.179728,0.059503,0.240887,0.595402,0.200694,0.148866,0.778594,-0.270269,0.472728,-0.374165,-0.364846,0.784385,-0.038961,-0.392030,0.816607,-0.011419
0.229788,0.132487,-0.587118,-0.603160,1.366554,-0.669486,-0.173958,-2.845713,0.233867,-0.768546,-4.320005,0.069954,-0.649586,-0.761723,-0.163104,-0.496806,-0.842976,0.164290,0.238572,-0.735221,0.111151,-0.411293,0.270432,-0.484724,0.004234,-0.218509,-0.229548,0.099945,0.247129,0.299117,0.332286,0.093467,0.465269,-0.269994,0.514100,-0.403518,-0.366652,0.977048,-0.092970,-0.530279,1.120958,-0.332639
0.160937,0.155294,-0.535386,-0.551491,1.632214,-0.584466,-0.130701,-2.846664,0.274464,-0.869821,-4.385475,-0.016530,-0.634831,-0.769835,-0.178229,-0.493518,-0.850634,0.134075,0.293099,-0.570287,0.078403,-0.401496,0.268426,-0.481703,-0.060066,-0.130646,-0.270132,0.134286,0.272834,-0.033083,0.421622,0.095488,0.075868,-0.259010,0.535164,-0.399833,-0.356530,1.129959,-0.108359,-0.656729,1.377134,-0.599983
0.121930,0.187604,-0.444910,-0.439051,1.842464,-0.466674,-0.055765,-2.762764,0.218703,-0.838304,-4.133753,-0.176132,-0.593364,-0.785995,-0.150464,-0.482002,-0.857297,0.106231,0.272188,-0.427857,0.053179,-0.398147,0.250634,-0.451817,-0.128727,-0.029051,-0.297058,0.154049,0.311060,-0.327764,0.432433,0.160906,-0.311626,-0.233829,0.543438,-0.365818,-0.332018,1.230121,-0.076772,-0.733212,1.557634,-0.741908
0.114343,0.222481,-0.342822,-0.236717,1.974250,-0.350278,0.069533,-2.580684,0.019062,-0.620572,-3.546543,-0.402265,-0.538798,-0.802139,-0.098796,-0.464624,-0.861607,0.085468,0.217837,-0.302879,0.036490,-0.400968,0.221995,-0.400609,-0.182259,0.069772,-0.304656,0.152221,0.351526,-0.519954,0.353247,0.277942,-0.604046,-0.192694,0.545709,-0.306652,-0.291016,1.267280,-0.000627,-0.734501,1.645087,-0.737433
0.122202,0.249718,-0.255936,0.059623,2.014044,-0.267937,0.246569,-2.278975,-0.327340,-0.216387,-2.682716,-0.661847,-0.484361,-0.810258,-0.050556,-0.442161,-0.860455,0.072374,0.158889,-0.198090,0.027104,-0.406736,0.191137,-0.332734,-0.205452,0.157631,-0.288788,0.124829,0.383904,-0.575093,0.201748,0.416416,-0.730249,-0.137092,0.547317,-0.228798,-0.233602,1.235376,0.109294,-0.655963,1.632083,-0.609468
0.121250,0.262183,-0.205213,0.404180,1.968681,-0.241209,0.445878,-1.847894,-0.750420,0.294763,-1.677110,-0.896909,-0.440399,-0.805288,-0.032467,-0.415079,-0.851140,0.064410,0.108115,-0.116509,0.022187,-0.410825,0.166833,-0.254016,-0.193922,0.232546,-0.250570,0.073423,0.401941,-0.498688,0.017247,0.536370,-0.672237,-0.072499,0.552628,-0.140851,-0.163275,1.135567,0.235831,-0.511763,1.521169,-0.400939
0.094067,0.260169,-0.202034,0.704690,1.864309,-0.273091,0.611605,-1.303086,-1.120769,0.771495,-0.696799,-1.039971,-0.412940,-0.786345,-0.060960,-0.384984,-0.833040,0.058383,0.067582,-0.057564,0.018861,-0.409583,0.154482,-0.173722,-0.156489,0.293600,-0.198104,0.006717,0.406011,-0.331885,-0.154406,0.603393,-0.473404,-0.007261,0.566072,-0.054235,-0.086480,0.978785,0.358496,-0.327299,1.325022,-0.157101
0.040772,0.250622,-0.246412,0.865973,1.733605,-0.347733,0.690276,-0.681819,-1.314471,1.077960,0.135213,-1.046348,-0.403073,-0.756272,-0.136474,-0.355007,-0.807810,0.052025,0.037432,-0.019177,0.015033,-0.401975,0.154529,-0.104216,-0.112002,0.337643,-0.144597,-0.061608,0.401964,-0.135526,-0.276297,0.603342,-0.216972,0.050066,0.592145,0.018073,-0.010689,0.785795,0.458140,-0.132074,1.064929,0.079816
-0.021713,0.241991,-0.327783,0.844568,1.601804,-0.438506,0.663797,-0.027460,-1.285332,1.155698,0.795101,-0.923346,-0.407542,-0.719922,-0.244553,-0.328964,-0.778304,0.044361,0.022991,-0.002037,0.009425,-0.389393,0.163120,-0.057767,-0.082034,0.359623,-0.103888,-0.118891,0.396530,0.030697,-0.330800,0.548130,0.011723,0.093280,0.633366,0.064534,0.057485,0.583869,0.521539,0.045573,0.768321,0.274813
